Id,ActivityDate,TotalSteps,TotalDistance,VeryActiveDistance,Calories
2026352035,05-11-16,8580,5.320000172,0,1698
2026352035,05-12-16,8891,5.510000229,0,1364
2320127002,04-12-16,10725,7.489999771,1.169999957,2124
2320127002,4/13/2016,7275,4.900000095,0,2003
2320127002,4/14/2016,3973,2.680000067,0,1696
2320127002,4/15/2016,5205,3.50999999,0,1801
2320127002,4/16/2016,5057,3.410000086,0,1724
2320127002,4/17/2016,6198,4.179999828,0,1852
2320127002,4/18/2016,6559,4.420000076,0,1905
2320127002,4/19/2016,5997,4.039999962,0,1811
2320127002,4/20/2016,7192,4.849999905,0,1922
2320127002,4/21/2016,3404,2.289999962,0.059999999,1610
2320127002,4/22/2016,5583,3.75999999,0,1851
2320127002,4/23/2016,5079,3.420000076,0,1804
2320127002,4/24/2016,4165,2.809999943,0,1725
2320127002,4/25/2016,3588,2.420000076,0.230000004,1654
2320127002,4/26/2016,3409,2.299999952,0,1632
2320127002,4/27/2016,1715,1.159999967,0,1481
2320127002,4/28/2016,1532,1.029999971,0,1473
2320127002,4/29/2016,924,0.620000005,0,1410
2320127002,4/30/2016,4571,3.079999924,0,1779
2320127002,05-01-16,772,0.519999981,0,1403
2320127002,05-02-16,3634,2.450000048,0.360000014,1613
2320127002,05-03-16,7443,5.019999981,1.49000001,1878
2320127002,05-04-16,1201,0.810000002,0,1426
2320127002,05-05-16,5202,3.50999999,0,1780
2320127002,05-06-16,4878,3.289999962,0,1742
2320127002,05-07-16,7379,4.96999979,0,1972
2320127002,05-08-16,5161,3.480000019,0,1821
2320127002,05-09-16,3090,2.079999924,0,1630
2320127002,05-10-16,6227,4.199999809,0,1899
2320127002,05-11-16,6424,4.329999924,0,1903
2320127002,05-12-16,2661,1.789999962,0,1125
2347167796,04-12-16,10113,6.829999924,2,2344
2347167796,4/13/2016,10352,7.010000229,1.659999967,2038
2347167796,4/14/2016,10129,6.699999809,0.02,2010
2347167796,4/15/2016,10465,6.920000076,0.07,2133
2347167796,4/16/2016,22244,15.07999992,5.449999809,2670
2347167796,4/17/2016,5472,3.619999886,0.079999998,1882
2347167796,4/18/2016,8247,5.449999809,0.790000021,1944
2347167796,4/19/2016,6711,4.440000057,0,2346
2347167796,4/20/2016,10999,7.269999981,0.680000007,2198
2347167796,4/21/2016,10080,6.75,1.850000024,2048
2347167796,4/22/2016,7804,5.159999847,0.560000002,1946
2347167796,4/23/2016,16901,11.36999989,2.779999971,2629
2347167796,4/24/2016,9471,6.260000229,0,2187
2347167796,4/25/2016,9482,6.380000114,1.269999981,2095
2347167796,4/26/2016,5980,3.950000048,0,1861
2347167796,4/27/2016,11423,7.579999924,1.860000014,2194
2347167796,4/28/2016,5439,3.599999905,0,1854
2347167796,4/29/2016,42,0.029999999,0,403
2873212765,04-12-16,8796,5.909999847,0.109999999,1982
2873212765,4/13/2016,7618,5.119999886,0,2004
2873212765,4/14/2016,7910,5.320000172,0,1893
2873212765,4/15/2016,8482,5.699999809,0,2063
2873212765,4/16/2016,9685,6.650000095,3.109999895,2148
2873212765,4/17/2016,2524,1.700000048,0,1529
2873212765,4/18/2016,7762,5.239999771,0.07,1890
2873212765,4/19/2016,7948,5.369999886,0,1956
2873212765,4/20/2016,9202,6.300000191,1.50999999,2094
2873212765,4/21/2016,8859,5.980000019,0.129999995,1970
2873212765,4/22/2016,7286,4.900000095,0.460000008,2241
2873212765,4/23/2016,9317,6.349999905,2.089999914,2021
2873212765,4/24/2016,6873,4.679999828,3,1898
2873212765,4/25/2016,7373,4.949999809,0,1907
2873212765,4/26/2016,8242,5.539999962,0.119999997,1882
2873212765,4/27/2016,3516,2.359999895,0,1966
2873212765,4/28/2016,7913,5.409999847,2.160000086,1835
2873212765,4/29/2016,7365,4.949999809,1.360000014,1780
2873212765,4/30/2016,8452,5.679999828,0.330000013,1830
2873212765,05-01-16,7399,4.96999979,0.49000001,1739
2873212765,05-02-16,7525,5.059999943,0,1878
2873212765,05-03-16,7412,4.980000019,0.059999999,1906
2873212765,05-04-16,8278,5.559999943,0,2015
2873212765,05-05-16,8314,5.610000134,0.779999971,1971
2873212765,05-06-16,7063,4.75,0,1910
2873212765,05-07-16,4940,3.380000114,2.279999971,1897
2873212765,05-08-16,8168,5.539999962,2.900000095,2096
2873212765,05-09-16,7726,5.190000057,0,1906
2873212765,05-10-16,8275,5.559999943,0,1962
2873212765,05-11-16,6440,4.329999924,0,1826
2873212765,05-12-16,7566,5.110000134,0,1431
3372868164,04-12-16,4747,3.24000001,0,1788
3372868164,4/13/2016,9715,6.630000114,0.99000001,2093
3372868164,4/14/2016,8844,6.03000021,0.340000004,2065
3372868164,4/15/2016,7451,5.079999924,0,1908
3372868164,4/16/2016,6905,4.730000019,0,1908
3372868164,4/17/2016,8199,5.880000114,1.409999967,1964
3372868164,4/18/2016,6798,4.639999866,1.080000043,2014
3372868164,4/19/2016,7711,5.260000229,0,1985
3372868164,4/20/2016,4880,3.329999924,0.839999974,1867
3372868164,4/21/2016,8857,6.070000172,1.149999976,2124
3372868164,4/22/2016,3843,2.619999886,0,1669
3372868164,4/23/2016,7396,5.070000172,1.399999976,1995
3372868164,4/24/2016,6731,4.590000153,0.889999986,1921
3372868164,4/25/2016,5995,4.090000153,0,2010
3372868164,4/26/2016,8283,5.789999962,1.850000024,2057
3372868164,4/27/2016,7904,5.420000076,1.580000043,2095
3372868164,4/28/2016,5512,3.75999999,0,1972
3372868164,4/29/2016,9135,6.230000019,0,2044
3372868164,4/30/2016,5250,3.579999924,1.059999943,1946
3372868164,05-01-16,3077,2.099999905,0,1237
3977333714,04-12-16,8856,5.980000019,3.059999943,1450
3977333714,4/13/2016,10035,6.710000038,2.029999971,1495
3977333714,4/14/2016,7641,5.110000134,0.319999993,1433
3977333714,4/15/2016,9010,6.059999943,1.049999952,1468
3977333714,4/16/2016,13459,9,2.029999971,1625
3977333714,4/17/2016,10415,6.96999979,0.699999988,1529
3977333714,4/18/2016,11663,7.800000191,0.25,1584
3977333714,4/19/2016,12414,8.779999733,2.24000001,1638
3977333714,4/20/2016,11658,7.829999924,0.200000003,1554
3977333714,4/21/2016,6093,4.079999924,0,1397
3977333714,4/22/2016,8911,5.960000038,2.329999924,1481
3977333714,4/23/2016,12058,8.069999695,0,1638
3977333714,4/24/2016,14112,10,3.269999981,1655
3977333714,4/25/2016,11177,8.479999542,5.619999886,1570
3977333714,4/26/2016,11388,7.619999886,0.449999988,1551
3977333714,4/27/2016,7193,5.039999962,0,1377
3977333714,4/28/2016,7114,4.880000114,1.370000005,1407
3977333714,4/29/2016,10645,7.75,3.74000001,1545
3977333714,4/30/2016,13238,9.199999809,3.690000057,1650
3977333714,05-01-16,10414,7.070000172,2.670000076,1501
3977333714,05-02-16,16520,11.05000019,1.539999962,1760
3977333714,05-03-16,14335,9.590000153,3.319999933,1710
3977333714,05-04-16,13559,9.43999958,1.809999943,1628
3977333714,05-05-16,12312,8.579999924,1.75999999,1618
3977333714,05-06-16,11677,8.279999733,3.109999895,1590
3977333714,05-07-16,11550,7.730000019,0,1574
3977333714,05-08-16,13585,9.090000153,0.680000007,1633
3977333714,05-09-16,14687,10.07999992,0.769999981,1667
3977333714,05-10-16,13072,8.779999733,0.07,1630
3977333714,05-11-16,746,0.5,0.370000005,52
4020332650,04-12-16,8539,6.119999886,0.150000006,3654
4020332650,4/13/2016,0,0,0,1981
4020332650,4/14/2016,108,0.079999998,0,2011
4020332650,4/15/2016,1882,1.350000024,0.209999993,2951
4020332650,4/16/2016,1982,1.419999957,0.449999988,3051
4020332650,4/17/2016,16,0.01,0,1990
4020332650,4/18/2016,62,0.039999999,0,1995
4020332650,4/19/2016,0,0,0,1980
4020332650,4/20/2016,0,0,0,1980
4020332650,4/21/2016,0,0,0,1980
4020332650,4/22/2016,0,0,0,1980
4020332650,4/23/2016,0,0,0,1980
4020332650,4/24/2016,0,0,0,1980
4020332650,4/25/2016,0,0,0,1980
4020332650,4/26/2016,0,0,0,1980
4020332650,4/27/2016,0,0,0,1980
4020332650,4/28/2016,0,0,0,1980
4020332650,4/29/2016,0,0,0,1980
4020332650,4/30/2016,0,0,0,1980
4020332650,05-01-16,0,0,0,1980
4020332650,05-02-16,475,0.340000004,0,2207
4020332650,05-03-16,4496,3.220000029,0,2828
4020332650,05-04-16,10252,7.349999905,0.670000017,3879
4020332650,05-05-16,11728,8.430000305,2.619999886,3429
4020332650,05-06-16,4369,3.130000114,0,2704
4020332650,05-07-16,6132,4.400000095,0,2975
4020332650,05-08-16,5862,4.199999809,0,3089
4020332650,05-09-16,4556,3.269999981,0.200000003,2785
4020332650,05-10-16,5546,3.980000019,0,2926
4020332650,05-11-16,3689,2.650000095,0.109999999,2645
4020332650,05-12-16,590,0.419999987,0,1120
4057192912,04-12-16,5394,4.03000021,0,2286
4057192912,4/13/2016,5974,4.46999979,0,2306
4057192912,4/14/2016,0,0,0,1776
4057192912,4/15/2016,3984,2.950000048,0.209999993,1527
4319703577,04-12-16,7753,5.199999809,0,2115
4319703577,4/13/2016,8204,5.5,0.529999971,2135
4319703577,4/14/2016,10210,6.880000114,0.109999999,2302
4319703577,4/15/2016,5664,3.799999952,0,1985
4319703577,4/16/2016,4744,3.180000067,0,1884
4319703577,4/17/2016,29,0.02,0,1464
4319703577,4/18/2016,2276,1.549999952,0.07,1632
4319703577,4/19/2016,8925,5.989999771,0,2200
4319703577,4/20/2016,8954,6.010000229,0,2220
4319703577,4/21/2016,3702,2.480000019,0,1792
4319703577,4/22/2016,4500,3.019999981,0.059999999,1886
4319703577,4/23/2016,4935,3.309999943,0,1945
4319703577,4/24/2016,4081,2.74000001,0.059999999,1880
4319703577,4/25/2016,9259,6.210000038,0,2314
4319703577,4/26/2016,9899,6.639999866,0.569999993,2236
4319703577,4/27/2016,10780,7.230000019,0.409999996,2324
4319703577,4/28/2016,10817,7.28000021,1.00999999,2367
4319703577,4/29/2016,7990,5.360000134,0.449999988,2175
4319703577,4/30/2016,8221,5.519999981,0.400000006,2092
4319703577,05-01-16,1251,0.839999974,0,1593
4319703577,05-02-16,9261,6.239999771,0,2270
4319703577,05-03-16,9648,6.46999979,0.579999983,2235
4319703577,05-04-16,10429,7.019999981,0.589999974,2282
4319703577,05-05-16,13658,9.489999771,2.630000114,2530
4319703577,05-06-16,9524,6.420000076,0.409999996,2266
4319703577,05-07-16,7937,5.329999924,0.189999998,2158
4319703577,05-08-16,3672,2.460000038,0,1792
4319703577,05-09-16,10378,6.960000038,0.140000001,2345
4319703577,05-10-16,9487,6.369999886,0.209999993,2260
4319703577,05-11-16,9129,6.130000114,0.200000003,2232
4319703577,05-12-16,17,0.01,0,257
4388161847,04-12-16,10122,7.78000021,0,2955
4388161847,4/13/2016,10993,8.449999809,0.059999999,3092
4388161847,4/14/2016,8863,6.820000172,0.129999995,2998
4388161847,4/15/2016,8758,6.730000019,0,3066
4388161847,4/16/2016,6580,5.059999943,0.209999993,3073
4388161847,4/17/2016,4660,3.579999924,0,2572
4388161847,4/18/2016,11009,9.100000381,3.559999943,3274
4388161847,4/19/2016,10181,7.829999924,1.370000005,3015
4388161847,4/20/2016,10553,8.119999886,1.100000024,3083
4388161847,4/21/2016,10055,7.730000019,0.370000005,3069
4388161847,4/22/2016,12139,9.340000153,3.299999952,3544
4388161847,4/23/2016,13236,10.18000031,4.5,3306
4388161847,4/24/2016,10243,7.880000114,1.080000043,2885
4388161847,4/25/2016,12961,9.970000267,0.730000019,3288
4388161847,4/26/2016,9461,7.28000021,0.939999998,2929
4388161847,4/27/2016,11193,8.609999657,0.699999988,3074
4388161847,4/28/2016,10074,7.75,1.289999962,2969
4388161847,4/29/2016,9232,7.099999905,0.800000012,2979
4388161847,4/30/2016,12533,9.640000343,0.699999988,3283
4388161847,05-01-16,10255,7.889999866,1.00999999,2926
4388161847,05-02-16,10096,8.399999619,3.769999981,3147
4388161847,05-03-16,12727,9.789999962,1.129999995,3290
4388161847,05-04-16,12375,9.520000458,2.789999962,3162
4388161847,05-05-16,9603,7.380000114,0.629999995,2899
4388161847,05-06-16,13175,10.13000011,2.109999895,3425
4388161847,05-07-16,22770,17.54000092,9.449999809,4022
4388161847,05-08-16,17298,14.38000011,9.890000343,3934
4388161847,05-09-16,10218,7.860000134,0.340000004,3013
4388161847,05-10-16,10299,7.920000076,0.810000002,3061
4388161847,05-11-16,10201,7.840000153,0.529999971,2954
4388161847,05-12-16,3369,2.589999914,0,1623
4445114986,04-12-16,3276,2.200000048,0,2113
4445114986,4/13/2016,2961,1.99000001,0,2095
4445114986,4/14/2016,3974,2.670000076,0,2194
4445114986,4/15/2016,7198,4.829999924,0,2496
4445114986,4/16/2016,3945,2.650000095,0,2180
4445114986,4/17/2016,2268,1.519999981,0,1933
4445114986,4/18/2016,6155,4.239999771,2,2248
4445114986,4/19/2016,2064,1.389999986,0,1954
4445114986,4/20/2016,2072,1.389999986,0,1974
4445114986,4/21/2016,3809,2.559999943,0,2150
4445114986,4/22/2016,6831,4.579999924,0,2432
4445114986,4/23/2016,4363,2.930000067,0,2149
4445114986,4/24/2016,5002,3.359999895,0,2247
4445114986,4/25/2016,3385,2.269999981,0,2070
4445114986,4/26/2016,6326,4.409999847,2.410000086,2291
4445114986,4/27/2016,7243,5.03000021,2.619999886,2361
4445114986,4/28/2016,4493,3.00999999,0,2203
4445114986,4/29/2016,4676,3.140000105,0,2196
4445114986,4/30/2016,6222,4.179999828,0,2363
4445114986,05-01-16,5232,3.50999999,0,2246
4445114986,05-02-16,6910,4.75,2.210000038,2336
4445114986,05-03-16,7502,5.179999828,2.480000019,2421
4445114986,05-04-16,2923,1.960000038,0,2070
4445114986,05-05-16,3800,2.549999952,0.119999997,2120
4445114986,05-06-16,4514,3.029999971,0,2211
4445114986,05-07-16,5183,3.589999914,2.130000114,2123
4445114986,05-08-16,7303,4.900000095,0,2423
4445114986,05-09-16,5275,3.539999962,0,2281
4445114986,05-10-16,3915,2.630000114,0,2181
4445114986,05-11-16,9105,6.110000134,2.25,2499
4445114986,05-12-16,768,0.519999981,0,1212
4558609924,04-12-16,5135,3.390000105,0,1909
4558609924,4/13/2016,4978,3.289999962,1.24000001,1722
4558609924,4/14/2016,6799,4.489999771,0,1922
4558609924,4/15/2016,7795,5.150000095,0.589999974,2121
4558609924,4/16/2016,7289,4.820000172,0.550000012,1997
4558609924,4/17/2016,9634,6.400000095,0.550000012,2117
4558609924,4/18/2016,8940,5.909999847,0.980000019,2116
4558609924,4/19/2016,5401,3.569999933,0.050000001,1876
4558609924,4/20/2016,4803,3.170000076,0,1788
4558609924,4/21/2016,13743,9.079999924,0.419999987,2486
4558609924,4/22/2016,9601,6.349999905,1.370000005,2094
4558609924,4/23/2016,6890,4.550000191,0.340000004,2085
4558609924,4/24/2016,8563,5.659999847,0,2173
4558609924,4/25/2016,8095,5.349999905,0.589999974,2225
4558609924,4/26/2016,9148,6.050000191,0.430000007,2223
4558609924,4/27/2016,9557,6.320000172,1.960000038,2098
4558609924,4/28/2016,9451,6.25,0.02,2185
4558609924,4/29/2016,7833,5.179999828,1.019999981,1918
4558609924,4/30/2016,10319,6.820000172,0.469999999,2105
4558609924,05-01-16,3428,2.269999981,0,1692
4558609924,05-02-16,7891,5.21999979,0,2066
4558609924,05-03-16,5267,3.480000019,0.600000024,1953
4558609924,05-04-16,5232,3.460000038,0,1842
4558609924,05-05-16,10611,7.010000229,1.00999999,2262
4558609924,05-06-16,3755,2.480000019,0,1722
4558609924,05-07-16,8237,5.440000057,1.610000014,1973
4558609924,05-08-16,6543,4.329999924,1.799999952,2666
4558609924,05-09-16,11451,7.570000172,0.430000007,2223
4558609924,05-10-16,6435,4.25,0.74000001,1889
4558609924,05-11-16,9108,6.019999981,0.25999999,2131
4558609924,05-12-16,6307,4.170000076,0,1452
4702921684,04-12-16,7213,5.880000114,0,2947
4702921684,4/13/2016,6877,5.579999924,0,2898
4702921684,4/14/2016,7860,6.369999886,0,2984
4702921684,4/15/2016,6506,5.28000021,0.07,2896
4702921684,4/16/2016,11140,9.029999733,0.239999995,3328
4702921684,4/17/2016,12692,10.28999996,0.959999979,3394
4702921684,4/18/2016,9105,7.380000114,1.820000052,3013
4702921684,4/19/2016,6708,5.440000057,0.879999995,2812
4702921684,4/20/2016,8793,7.130000114,0.159999996,3061
4702921684,4/21/2016,6530,5.300000191,0.310000002,2729
4702921684,4/22/2016,1664,1.350000024,0,2241
